"","id_client","id_vehicle","id_policy","id_year","pol_bonus","pol_coverage","pol_duration","pol_sit_duration","pol_pay_freq","pol_payd","pol_usage","pol_insee_code","drv_drv2","drv_age1","drv_age2","drv_sex1","drv_sex2","drv_age_lic1","drv_age_lic2","vh_age","vh_cyl","vh_din","vh_fuel","vh_make","vh_model","vh_sale_begin","vh_sale_end","vh_speed","vh_type","vh_value","vh_weight"
"9974","A00009123","V02","A00009123-V02","Year 0",0.5,"Maxi",9,2,"Yearly","No","Retired","58194","Yes",65,67,"F","M",42,46,2,1560,109,"Diesel","CITROEN","C4 PICASSO",3,1,180,"Tourism",28650,1489
"9975","A00009124","V01","A00009124-V01","Year 0",0.57,"Maxi",4,4,"Monthly","No","WorkPrivate","35326","Yes",41,42,"F","M",10,23,11,1870,64,"Diesel","RENAULT","CLIO",13,11,161,"Tourism",11876,985
"9976","A00009125","V01","A00009125-V01","Year 0",0.5,"Maxi",2,2,"Yearly","No","WorkPrivate","77237","Yes",59,54,"M","F",40,19,11,1783,116,"Gasoline","RENAULT","LAGUNA",12,11,203,"Tourism",21496,1265
"9977","A00009126","V01","A00009126-V01","Year 0",0.5,"Maxi",16,5,"Yearly","No","Retired","42092","No",75,0,"F","",49,0,6,1461,66,"Diesel","RENAULT","CLIO",10,8,163,"Tourism",13050,960
"9978","A00009127","V01","A00009127-V01","Year 0",0.5,"Median1",10,3,"Monthly","No","WorkPrivate","85213","No",58,0,"M","",38,0,6,1461,82,"Diesel","RENAULT","CLIO",8,6,175,"Commercial",16000,960
"9979","A00009128","V01","A00009128-V01","Year 0",0.64,"Mini",2,1,"Monthly","No","WorkPrivate","24037","Yes",42,28,"M","F",21,8,8,2148,143,"Diesel","MERCEDES BENZ","C220",11,8,220,"Tourism",37165,1520
"9980","A00009129","V01","A00009129-V01","Year 0",0.5,"Maxi",24,2,"Yearly","No","Retired","33284","Yes",79,43,"F","F",24,22,2,1360,75,"Gasoline","PEUGEOT","206",13,8,170,"Tourism",11950,950
"9981","A00009130","V01","A00009130-V01","Year 0",0.72,"Median2",2,2,"Monthly","No","WorkPrivate","59017","Yes",29,29,"M","F",10,4,10,1896,64,"Diesel","SEAT","CORDOBA",13,11,165,"Tourism",12189,1050
"9982","A00009131","V01","A00009131-V01","Year 0",0.5,"Maxi",26,1,"Monthly","No","Retired","53147","No",77,0,"M","",56,0,3,1560,90,"Diesel","PEUGEOT","207",4,2,182,"Tourism",17650,1264
"9983","A00009132","V01","A00009132-V01","Year 0",0.5,"Maxi",26,5,"Yearly","No","WorkPrivate","64483","No",66,0,"F","",30,0,5,1149,59,"Gasoline","RENAULT","TWINGO",11,5,151,"Tourism",10138,823
"9984","A00009133","V01","A00009133-V01","Year 0",0.5,"Maxi",17,3,"Biannual","No","WorkPrivate","14011","No",50,0,"M","",30,0,10,1997,90,"Diesel","CITROEN","BERLINGO",11,9,163,"Tourism",15700,1110
"9985","A00009134","V01","A00009134-V01","Year 0",0.85,"Median2",3,2,"Biannual","No","WorkPrivate","59220","No",25,0,"F","",4,0,11,1905,70,"Diesel","PEUGEOT","306",13,12,160,"Tourism",14376,1080
"9986","A00009135","V01","A00009135-V01","Year 0",0.67,"Median2",17,2,"Yearly","No","WorkPrivate","61169","No",48,0,"F","",23,0,12,1840,101,"Gasoline","MAZDA","PREMACY",12,6,175,"Tourism",17700,1287
"9987","A00009136","V01","A00009136-V01","Year 0",0.5,"Median1",12,1,"Monthly","No","Retired","30036","No",61,0,"F","",40,0,15,1390,60,"Gasoline","RENAULT","SUPERCINQ",19,15,158,"Tourism",8705,715
"9988","A00009137","V01","A00009137-V01","Year 0",0.5,"Maxi",16,1,"Biannual","No","WorkPrivate","49347","No",53,0,"M","",34,0,9,2179,134,"Diesel","CITROEN","C5",10,9,205,"Tourism",26700,1560
"9989","A00009138","V01","A00009138-V01","Year 0",0.54,"Median1",4,2,"Biannual","No","WorkPrivate","94081","No",74,0,"M","",56,0,20,1991,150,"Gasoline","BMW","320 I",21,17,214,"Tourism",26450,1270
"9990","A00009139","V01","A00009139-V01","Year 0",0.5,"Median2",9,4,"Yearly","No","Retired","64422","No",72,0,"M","",48,0,21,1769,60,"Diesel","PEUGEOT","205",28,18,155,"Tourism",11564,850
"9991","A00009140","V01","A00009140-V01","Year 0",0.5,"Maxi",22,1,"Biannual","No","WorkPrivate","57728","No",60,0,"M","",36,0,6,1870,120,"Diesel","RENAULT","MEGANE",9,6,196,"Tourism",24950,1270
"9992","A00009141","V01","A00009141-V01","Year 0",0.5,"Maxi",1,1,"Monthly","No","Retired","77350","No",61,0,"M","",42,0,6,1461,71,"Diesel","RENAULT","KANGOO",8,6,146,"Commercial",15010,1675
"9993","A00009142","V01","A00009142-V01","Year 0",0.5,"Median2",13,3,"Yearly","No","WorkPrivate","89398","Yes",60,60,"M","F",41,26,14,2496,71,"Diesel","FORD","TRANSIT",17,12,117,"Commercial",19599,0
"9994","A00009142","V02","A00009142-V02","Year 0",0.5,"Maxi",2,2,"Yearly","No","WorkPrivate","89398","No",60,0,"M","",41,0,57,747,28,"Gasoline","RENAULT","4CV",58,55,95,"Commercial",694,1000
"9995","A00009143","V01","A00009143-V01","Year 0",0.5,"Maxi",12,12,"Biannual","No","WorkPrivate","53084","Yes",62,62,"F","M",42,42,15,1527,58,"Diesel","CITROEN","SAXO",15,13,158,"Tourism",11587,890
"9996","A00009144","V01","A00009144-V01","Year 0",0.5,"Maxi",2,2,"Monthly","No","Retired","02168","No",65,0,"M","",47,0,6,1870,120,"Diesel","RENAULT","SCENIC",8,6,188,"Tourism",24150,1430
"9997","A00009145","V01","A00009145-V01","Year 0",0.5,"Maxi",2,2,"Biannual","No","WorkPrivate","67204","No",55,0,"F","",36,0,4,1968,140,"Diesel","VOLKSWAGEN","EOS",5,4,206,"Tourism",31320,1548
"9998","A00009146","V01","A00009146-V01","Year 0",0.5,"Maxi",4,1,"Monthly","No","WorkPrivate","42223","Yes",44,37,"M","F",25,16,4,1461,68,"Diesel","RENAULT","CLIO",6,5,162,"Tourism",15050,1155
"9999","A00009147","V01","A00009147-V01","Year 0",0.5,"Maxi",14,2,"Yearly","No","Retired","17413","Yes",76,72,"M","F",35,30,9,1686,75,"Diesel","OPEL","COMBO",9,9,155,"Tourism",16326,1210
"10000","A00009148","V01","A00009148-V01","Year 0",0.5,"Maxi",10,1,"Biannual","No","WorkPrivate","49359","No",48,0,"M","",28,0,4,2993,198,"Diesel","BMW","325",5,4,235,"Tourism",42250,1523
"10001","A00009149","V01","A00009149-V01","Year 0",0.5,"Maxi",22,3,"Monthly","No","WorkPrivate","91201","No",52,0,"F","",31,0,10,1149,59,"Gasoline","RENAULT","TWINGO",13,11,151,"Tourism",8522,823
"10002","A00009150","V01","A00009150-V01","Year 0",0.5,"Maxi",2,2,"Yearly","No","WorkPrivate","39198","Yes",52,53,"M","F",34,20,9,1995,150,"Diesel","BMW","320",10,9,211,"Tourism",31300,1505
"10003","A00009150","V02","A00009150-V02","Year 0",0.5,"Maxi",2,2,"Yearly","No","WorkPrivate","39198","Yes",52,53,"M","F",34,20,14,2088,109,"Diesel","CITROEN","XANTIA",15,14,185,"Tourism",23051,1385
"10004","A00009151","V01","A00009151-V01","Year 0",0.5,"Mini",1,1,"Monthly","No","WorkPrivate","44206","Yes",56,24,"M","F",38,5,23,2399,73,"Diesel","MERCEDES BENZ","207",28,22,118,"Commercial",20666,0
"10005","A00009152","V01","A00009152-V01","Year 0",0.51,"Maxi",1,1,"Monthly","No","WorkPrivate","14280","No",30,0,"F","",11,0,9,1896,116,"Diesel","VOLKSWAGEN","SHARAN",10,8,181,"Tourism",30010,1678
"10006","A00009153","V01","A00009153-V01","Year 0",0.5,"Maxi",26,1,"Biannual","No","WorkPrivate","72181","Yes",54,47,"M","F",34,25,16,1124,60,"Gasoline","PEUGEOT","205",17,14,164,"Tourism",10245,860
"10007","A00009154","V01","A00009154-V01","Year 0",0.5,"Median1",1,1,"Monthly","No","WorkPrivate","50147","Yes",53,27,"F","M",32,9,16,1171,60,"Gasoline","RENAULT","CLIO",20,16,155,"Tourism",9955,820
"10008","A00009155","V01","A00009155-V01","Year 0",0.5,"Median2",11,1,"Monthly","No","WorkPrivate","42307","No",40,0,"M","",21,0,4,1598,105,"Gasoline","OPEL","MERIVA",5,2,181,"Tourism",15920,1300
"10009","A00009156","V01","A00009156-V01","Year 0",0.5,"Median2",1,1,"Yearly","Yes","Retired","94038","No",80,0,"M","",53,0,11,1761,111,"Gasoline","PEUGEOT","406",16,14,192,"Tourism",18386,1275
"10010","A00009157","V01","A00009157-V01","Year 0",0.5,"Maxi",5,3,"Yearly","No","Retired","24030","No",79,0,"M","",54,0,3,1397,96,"Gasoline","PEUGEOT","308",4,2,182,"Tourism",18600,1271
"10011","A00009158","V01","A00009158-V01","Year 0",0.5,"Median1",17,2,"Monthly","No","Retired","18279","No",74,0,"M","",37,0,14,1753,90,"Diesel","FORD","MONDEO",15,13,180,"Tourism",20718,1295
"10012","A00009159","V01","A00009159-V01","Year 0",0.57,"Maxi",12,1,"Biannual","No","WorkPrivate","79086","Yes",37,36,"F","M",15,18,1,1368,170,"Gasoline","ALFA ROMEO","MITO",2,1,219,"Tourism",23450,1145
"10013","A00009160","V01","A00009160-V01","Year 0",0.54,"Median2",13,1,"Biannual","No","WorkPrivate","26004","No",35,0,"F","",16,0,13,1149,59,"Gasoline","RENAULT","CLIO",13,12,155,"Tourism",10276,890
"10014","A00009161","V01","A00009161-V01","Year 0",0.5,"Maxi",13,1,"Yearly","Yes","Retired","83129","No",82,0,"M","",60,0,8,2685,170,"Diesel","MERCEDES BENZ","CLK",9,6,230,"Tourism",44300,1570
"10015","A00009162","V01","A00009162-V01","Year 0",0.85,"Maxi",1,1,"Yearly","No","WorkPrivate","59288","No",32,0,"F","",8,0,4,1461,68,"Diesel","RENAULT","CLIO",5,4,162,"Tourism",15600,1155
"10016","A00009163","V01","A00009163-V01","Year 0",0.5,"Maxi",8,2,"Yearly","No","WorkPrivate","52448","No",37,0,"M","",18,0,12,2771,193,"Gasoline","AUDI","A6 AVANT",13,12,234,"Tourism",48830,1560
"10017","A00009164","V01","A00009164-V01","Year 0",0.5,"Mini",1,1,"Yearly","Yes","Retired","26362","No",65,0,"M","",40,0,22,1769,90,"Diesel","CITROEN","BX",23,21,180,"Tourism",15886,1025
"10018","A00009165","V01","A00009165-V01","Year 0",0.5,"Maxi",26,3,"Biannual","No","Retired","85071","Yes",58,75,"F","F",35,48,5,1461,106,"Diesel","RENAULT","SCENIC",6,5,178,"Tourism",24100,1365
"10019","A00009166","V01","A00009166-V01","Year 0",0.5,"Mini",3,3,"Yearly","No","WorkPrivate","30294","No",51,0,"M","",32,0,18,1870,64,"Diesel","RENAULT","EXPRESS",20,16,140,"Commercial",12259,1475
"10020","A00009167","V01","A00009167-V01","Year 0",0.64,"Median2",3,3,"Yearly","No","WorkPrivate","91161","No",34,0,"F","",14,0,14,1389,60,"Gasoline","OPEL","CORSA",18,16,145,"Tourism",10962,885
"10021","A00009168","V01","A00009168-V01","Year 0",0.5,"Maxi",1,1,"Yearly","No","WorkPrivate","68381","Yes",36,34,"F","M",17,14,1,1560,109,"Diesel","CITROEN","C4 PICASSO",3,1,180,"Tourism",28650,1489
"10022","A00009169","V01","A00009169-V01","Year 0",0.5,"Maxi",10,1,"Yearly","No","Retired","92040","Yes",63,61,"M","F",45,22,2,1870,131,"Diesel","RENAULT","MEGANE",3,1,205,"Tourism",24500,1310
"10023","A00009170","V01","A00009170-V01","Year 0",0.54,"Mini",5,1,"Quarterly","No","WorkPrivate","44214","Yes",30,32,"F","M",11,14,12,1868,70,"Diesel","PEUGEOT","206",13,8,161,"Tourism",12750,1010
"10024","A00009171","V01","A00009171-V01","Year 0",0.5,"Maxi",26,3,"Yearly","No","Retired","85288","Yes",79,78,"M","F",54,43,4,1198,64,"Gasoline","VOLKSWAGEN","POLO",10,7,162,"Tourism",12510,1173
"10025","A00009172","V01","A00009172-V01","Year 0",0.5,"Maxi",17,1,"Biannual","Yes","WorkPrivate","94018","Yes",45,41,"F","M",25,23,1,1242,94,"Gasoline","SUZUKI","SWIFT",1,1,165,"Tourism",14240,960
"10026","A00009173","V01","A00009173-V01","Year 0",0.5,"Maxi",16,1,"Yearly","No","WorkPrivate","87050","No",39,0,"M","",19,0,2,1461,86,"Diesel","RENAULT","CLIO",6,5,174,"Tourism",15050,1165
"10027","A00009174","V01","A00009174-V01","Year 0",0.5,"Median1",16,6,"Biannual","No","Retired","82186","No",84,0,"M","",57,0,13,1149,59,"Gasoline","RENAULT","CLIO",13,13,160,"Tourism",10199,890
"10028","A00009175","V01","A00009175-V01","Year 0",0.5,"Maxi",9,7,"Biannual","No","WorkPrivate","79195","Yes",56,36,"F","M",37,18,17,1171,60,"Gasoline","RENAULT","CLIO",20,16,155,"Tourism",9955,820
"10029","A00009176","V01","A00009176-V01","Year 0",0.5,"Maxi",15,1,"Yearly","No","WorkPrivate","54578","No",53,0,"M","",35,0,6,1560,109,"Diesel","CITROEN","C4",7,3,192,"Tourism",22300,1280
"10030","A00009177","V01","A00009177-V01","Year 0",0.5,"Median2",8,1,"Biannual","No","WorkPrivate","56033","Yes",42,41,"M","F",24,20,14,1948,136,"Gasoline","RENAULT","SAFRANE",15,13,207,"Tourism",28508,1450
"10031","A00009178","V01","A00009178-V01","Year 0",0.5,"Maxi",25,3,"Monthly","No","WorkPrivate","49249","No",54,0,"M","",36,0,7,1390,75,"Diesel","AUDI","A2",11,10,173,"Tourism",20947,960
"10032","A00009179","V01","A00009179-V01","Year 0",0.5,"Maxi",30,1,"Yearly","No","Retired","81097","No",65,0,"M","",46,0,2,1124,60,"Gasoline","PEUGEOT","206",2,1,155,"Tourism",11550,945
"10033","A00009180","V01","A00009180-V01","Year 0",0.5,"Median2",7,1,"Yearly","No","WorkPrivate","33203","No",48,0,"F","",30,0,19,1870,64,"Diesel","RENAULT","EXPRESS",20,16,140,"Commercial",12259,1475
"10034","A00009181","V01","A00009181-V01","Year 0",0.5,"Maxi",25,2,"Yearly","No","Retired","94068","No",87,0,"M","",44,0,11,1598,90,"Gasoline","RENAULT","CLIO",13,11,175,"Tourism",13096,990
"10035","A00009182","V01","A00009182-V01","Year 0",0.5,"Maxi",1,1,"Biannual","No","WorkPrivate","39024","No",51,0,"M","",32,0,5,1587,109,"Gasoline","PEUGEOT","307",6,3,182,"Tourism",20400,1193
"10036","A00009183","V01","A00009183-V01","Year 0",0.5,"Maxi",15,2,"Monthly","No","WorkPrivate","78146","Yes",52,22,"M","M",33,2,6,1149,75,"Gasoline","RENAULT","TWINGO",11,5,170,"Tourism",11300,845
"10037","A00009184","V01","A00009184-V01","Year 0",0.57,"Median2",14,6,"Yearly","No","WorkPrivate","59540","No",37,0,"F","",14,0,17,1196,45,"Gasoline","OPEL","CORSA",17,13,145,"Tourism",9292,1200
"10038","A00009185","V01","A00009185-V01","Year 0",0.5,"Maxi",27,1,"Yearly","No","WorkPrivate","01313","Yes",54,48,"M","F",35,30,2,1598,120,"Gasoline","CITROEN","C4",3,2,195,"Tourism",21000,1220
"10039","A00009186","V01","A00009186-V01","Year 0",0.5,"Maxi",25,6,"Biannual","No","Professional","43157","No",67,0,"M","",43,0,16,1896,90,"Diesel","VOLKSWAGEN","GOLF",17,13,176,"Tourism",20673,1195
"10040","A00009187","V01","A00009187-V01","Year 0",0.5,"Maxi",23,3,"Biannual","No","WorkPrivate","29254","No",64,0,"M","",29,0,7,1398,68,"Diesel","PEUGEOT","206",10,6,168,"Tourism",14500,1049
"10041","A00009188","V01","A00009188-V01","Year 0",0.5,"Median2",6,4,"Yearly","No","WorkPrivate","85026","No",55,0,"F","",37,0,10,2188,130,"Diesel","RENAULT","ESPACE",11,9,183,"Tourism",40400,1690
"10042","A00009188","V02","A00009188-V02","Year 0",0.5,"Mini",4,4,"Yearly","No","WorkPrivate","85026","No",56,0,"M","",38,0,8,1796,117,"Gasoline","LAND ROVER","FREELANDER",11,10,170,"Tourism",25231,1480
"10043","A00009189","V01","A00009189-V01","Year 0",0.5,"Median2",4,4,"Monthly","No","Retired","74239","No",76,0,"F","",41,0,18,1390,81,"Gasoline","RENAULT","CLIO",19,17,170,"Tourism",14407,840
"10044","A00009190","V01","A00009190-V01","Year 0",0.5,"Maxi",26,1,"Biannual","No","Retired","38533","No",63,0,"M","",44,0,1,1398,68,"Diesel","PEUGEOT","207",5,4,166,"Tourism",16500,1186
"10045","A00009191","V01","A00009191-V01","Year 0",0.5,"Maxi",3,3,"Biannual","No","WorkPrivate","94017","No",57,0,"F","",33,0,3,1149,101,"Gasoline","RENAULT","CLIO",4,2,183,"Tourism",15700,1100
"10046","A00009192","V01","A00009192-V01","Year 0",0.5,"Maxi",14,1,"Biannual","No","Retired","70451","Yes",78,75,"M","F",56,32,1,1124,60,"Gasoline","PEUGEOT","206",2,1,155,"Tourism",11550,945
"10047","A00009193","V01","A00009193-V01","Year 0",0.5,"Maxi",2,1,"Monthly","No","WorkPrivate","80620","Yes",61,29,"M","M",32,11,2,1591,127,"Gasoline","KIA","SOUL",2,1,177,"Tourism",17790,1170
"10048","A00009194","V01","A00009194-V01","Year 0",0.5,"Mini",19,2,"Biannual","No","Professional","69387","No",63,0,"M","",29,0,24,1952,59,"Diesel","EBRO","VANETTE",25,17,115,"Commercial",13553,0
"10049","A00009194","V02","A00009194-V02","Year 0",0.5,"Mini",10,2,"Biannual","No","Professional","69387","No",63,0,"M","",29,0,26,2399,73,"Diesel","MERCEDES BENZ","207",28,22,118,"Commercial",20666,0
"10050","A00009195","V01","A00009195-V01","Year 0",0.5,"Maxi",3,3,"Biannual","No","Professional","52246","No",62,0,"F","",28,0,14,1527,58,"Diesel","CITROEN","SAXO",15,13,158,"Tourism",11587,890
"10051","A00009196","V01","A00009196-V01","Year 0",0.5,"Median2",6,6,"Biannual","No","Retired","66176","No",65,0,"M","",46,0,11,1769,60,"Diesel","CITROEN","C15",27,13,134,"Commercial",12190,1530
"10052","A00009197","V01","A00009197-V01","Year 0",0.52,"Maxi",3,2,"Biannual","No","Retired","62510","No",74,0,"F","",41,0,11,1896,64,"Diesel","SKODA","FELICIA",13,12,156,"Tourism",9939,1020
"10053","A00009198","V01","A00009198-V01","Year 0",0.5,"Median2",4,2,"Monthly","No","Retired","34116","No",74,0,"F","",55,0,17,1124,55,"Gasoline","CITROEN","C15",23,17,135,"Commercial",9908,920
"10054","A00009199","V01","A00009199-V01","Year 0",0.5,"Maxi",15,2,"Monthly","No","Retired","93048","Yes",67,37,"M","M",42,17,10,1997,109,"Diesel","CITROEN","C5",10,9,192,"Tourism",25100,1436
"10055","A00009200","V01","A00009200-V01","Year 0",0.5,"Maxi",16,2,"Yearly","No","WorkPrivate","42184","Yes",65,23,"M","M",42,5,12,998,68,"Gasoline","TOYOTA","YARIS",12,10,155,"Tourism",9940,840
"10056","A00009201","V01","A00009201-V01","Year 0",0.85,"Maxi",4,1,"Yearly","No","Professional","92019","No",30,0,"M","",12,0,5,1461,68,"Diesel","RENAULT","CLIO",6,5,163,"Tourism",13050,1155
"10057","A00009202","V01","A00009202-V01","Year 0",0.5,"Maxi",28,3,"Yearly","No","WorkPrivate","12176","No",54,0,"M","",35,0,9,1896,101,"Diesel","VOLKSWAGEN","GOLF",11,7,188,"Tourism",19800,1260
"10058","A00009203","V01","A00009203-V01","Year 0",0.51,"Median2",15,8,"Biannual","No","WorkPrivate","17415","No",42,0,"M","",22,0,17,1769,78,"Diesel","PEUGEOT","205",21,18,175,"Tourism",13279,925
"10059","A00009204","V01","A00009204-V01","Year 0",0.5,"Maxi",2,2,"Yearly","No","Retired","01053","Yes",71,65,"M","F",49,46,2,1461,86,"Diesel","DACIA","LOGAN",3,1,161,"Tourism",14550,1205
"10060","A00009205","V01","A00009205-V01","Year 0",0.5,"Median2",10,2,"Monthly","No","Retired","07201","No",81,0,"F","",46,0,13,1598,90,"Gasoline","RENAULT","CLIO",13,11,175,"Tourism",12639,990
"10061","A00009206","V01","A00009206-V01","Year 0",0.59,"Median1",1,1,"Monthly","No","WorkPrivate","77445","No",30,0,"F","",12,0,9,1753,116,"Diesel","FORD","FOCUS",11,9,196,"Tourism",19920,1221
"10062","A00009207","V01","A00009207-V01","Year 0",0.5,"Maxi",3,1,"Monthly","No","WorkPrivate","33474","No",39,0,"M","",21,0,4,1896,105,"Diesel","AUDI","A3",7,2,187,"Tourism",31010,1295
"10063","A00009208","V01","A00009208-V01","Year 0",0.5,"Maxi",18,5,"Monthly","No","WorkPrivate","55291","No",54,0,"F","",34,0,5,1560,90,"Diesel","PEUGEOT","207",5,4,182,"Tourism",15150,1282
"10064","A00009209","V01","A00009209-V01","Year 0",0.5,"Median1",9,2,"Yearly","No","WorkPrivate","06149","No",38,0,"M","",19,0,9,1997,109,"Diesel","PEUGEOT","EXPERT",11,10,165,"Tourism",22959,2335
"10065","A00009210","V01","A00009210-V01","Year 0",0.5,"Median2",12,2,"Yearly","No","WorkPrivate","59350","Yes",59,23,"M","M",41,111,6,2982,166,"Diesel","TOYOTA","LAND CRUISER",5,5,175,"Tourism",45550,1950
"10066","A00009211","V01","A00009211-V01","Year 0",0.5,"Maxi",5,2,"Yearly","No","Retired","17230","Yes",68,59,"M","F",49,40,7,3000,245,"Gasoline","SUBARU","LEGACY",7,2,237,"Tourism",44400,1520
"10067","A00009212","V01","A00009212-V01","Year 0",0.5,"Maxi",15,1,"Yearly","No","WorkPrivate","59350","Yes",43,43,"M","F",23,14,4,1398,97,"Gasoline","TOYOTA","AURIS",4,1,170,"Tourism",17500,1220
"10068","A00009213","V01","A00009213-V01","Year 0",0.5,"Mini",6,6,"Yearly","No","Retired","88032","No",84,0,"M","",60,0,16,1870,66,"Diesel","RENAULT","CLIO",21,16,161,"Commercial",11409,1345
"10069","A00009214","V01","A00009214-V01","Year 0",0.5,"Maxi",14,2,"Monthly","No","WorkPrivate","08105","No",40,0,"F","",20,0,16,1769,60,"Diesel","PEUGEOT","205",28,18,155,"Tourism",11564,850
"10070","A00009215","V01","A00009215-V01","Year 0",0.5,"Maxi",22,2,"Yearly","No","Retired","94079","Yes",63,36,"M","F",43,17,15,1870,64,"Diesel","RENAULT","MEGANE",16,15,160,"Tourism",15322,1110
"10071","A00009215","V02","A00009215-V02","Year 0",0.5,"Maxi",16,2,"Yearly","No","Retired","94079","No",63,0,"M","",43,0,8,1868,70,"Diesel","FIAT","SCUDO",13,9,138,"Commercial",17197,0
"10072","A00009216","V01","A00009216-V01","Year 0",0.5,"Maxi",15,5,"Yearly","No","WorkPrivate","27132","No",49,0,"M","",30,0,11,1870,101,"Diesel","RENAULT","SCENIC",12,11,174,"Tourism",19499,1290
"10073","A00009217","V01","A00009217-V01","Year 0",0.5,"Maxi",10,4,"Yearly","No","WorkPrivate","69384","No",67,0,"F","",46,0,4,1598,120,"Gasoline","PEUGEOT","207",5,4,195,"Tourism",18550,1246
"10074","A00009218","V01","A00009218-V01","Year 0",0.5,"Maxi",12,4,"Biannual","No","Retired","56185","No",72,0,"M","",53,0,5,1360,89,"Gasoline","PEUGEOT","207",5,4,180,"Tourism",16700,1149
"10075","A00009219","V01","A00009219-V01","Year 0",0.54,"Maxi",12,1,"Yearly","No","WorkPrivate","60057","No",47,0,"F","",27,0,12,1868,70,"Diesel","PEUGEOT","206",13,8,161,"Tourism",12750,1010
"10076","A00009220","V01","A00009220-V01","Year 0",0.5,"Median2",21,1,"Biannual","No","WorkPrivate","89309","No",78,0,"M","",55,0,14,1870,98,"Diesel","RENAULT","SCENIC",14,13,173,"Tourism",19651,1300
"10077","A00009220","V02","A00009220-V02","Year 0",0.5,"Median2",9,1,"Biannual","No","Retired","89309","No",78,0,"M","",55,0,21,1753,60,"Diesel","FORD","FIESTA",22,17,152,"Tourism",11457,850
"10078","A00009221","V01","A00009221-V01","Year 0",0.5,"Maxi",5,5,"Yearly","No","Retired","29019","No",67,0,"M","",45,0,5,1461,86,"Diesel","RENAULT","CLIO",6,5,174,"Tourism",15050,1165
"10079","A00009222","V01","A00009222-V01","Year 0",0.5,"Maxi",8,1,"Biannual","No","WorkPrivate","68066","Yes",71,39,"F","M",35,20,5,1560,109,"Diesel","PEUGEOT","307",7,6,183,"Tourism",24950,1391
"10080","A00009223","V01","A00009223-V01","Year 0",0.5,"Median2",10,3,"Yearly","No","WorkPrivate","87160","Yes",48,48,"F","M",30,18,15,1998,123,"Gasoline","PEUGEOT","306",18,14,197,"Tourism",20017,1160
"10081","A00009223","V02","A00009223-V02","Year 0",0.5,"Median1",2,2,"Yearly","No","WorkPrivate","87160","No",48,0,"F","",30,0,18,1870,93,"Diesel","RENAULT","R19",19,17,185,"Tourism",16084,1005
"10082","A00009224","V01","A00009224-V01","Year 0",0.5,"Median2",6,2,"Monthly","No","Professional","83036","No",59,0,"F","",41,0,15,1124,60,"Gasoline","PEUGEOT","106",18,17,165,"Tourism",11587,790
"10083","A00009225","V01","A00009225-V01","Year 0",0.5,"Maxi",1,1,"Monthly","No","WorkPrivate","67437","No",59,0,"F","",22,0,11,1595,75,"Gasoline","SKODA","OCTAVIA",13,11,170,"Tourism",12509,1160
"10084","A00009226","V01","A00009226-V01","Year 0",0.5,"Median2",1,1,"Monthly","No","WorkPrivate","50356","Yes",31,33,"M","F",13,14,12,1598,75,"Gasoline","OPEL","ASTRA",13,12,170,"Tourism",13401,1055
"10085","A00009227","V01","A00009227-V01","Year 0",0.5,"Maxi",2,2,"Yearly","No","Retired","13056","Yes",71,66,"M","F",49,46,2,1560,90,"Diesel","PEUGEOT","308",4,3,180,"Tourism",20300,1311
